WORD,BROWN_FREQ,WORD_CATEGORY
YEAR             ,6864,N
GET              ,6975,V
KNOW             ,7106,N
KNOW             ,7106,V
OTHER            ,7109,J
OTHER            ,7109,N
MAKE             ,7143,N
MAKE             ,7143,V
MAN              ,7355,N
MAN              ,7355,V
OUR              ,7599,J
WANT             ,7628,N
WANT             ,7628,V
HAS              ,7921,V
TIME             ,8559,N
TIME             ,8559,V
LITTLE           ,8659,J
DO               ,8683,N
DO               ,8683,V
COULD            ,8699,V
LOOK             ,9215,N
LOOK             ,9215,V
LIKE             ,9499,J
LIKE             ,9499,N
LIKE             ,9499,V
WILL             ,9573,N
WILL             ,9573,V
BEEN             ,9870,V
GO               ,10278,N
GO               ,10278,V
NO               ,11742,J
NO               ,11742,N
WOULD            ,13299,V
SAID             ,13309,V
OR               ,14851,N
WERE             ,15082,V
ARE              ,15748,N
ARE              ,15748,V
ONE              ,17569,J
ONE              ,17569,N
ASK              ,17971,N
ASK              ,17971,V
BE               ,19645,V
MY               ,22184,J
ME               ,23364,N
HAVE             ,24456,N
HAVE             ,24456,V
AS               ,30693,N
IS               ,33404,V
HAD              ,34341,V
THAT             ,55667,J
WAS              ,58732,V
